segment_id	unit_x	doc_id_x	bertopic_topic	bertopic_is_outlier	bertopic_probability	embedding_model	text_preview_x	source_xml_x	xml_doc_index_x	title_x	author_x	century_x	genre_x	publication_x	category_x	year_x	language_x	gerne_x	cemtury_x	unit_y	doc_id_y	sent_ids	n_sent_ids	token_count	word_token_count	lemma_token_count	text_preview_y	source_xml_y	xml_doc_index_y	title_y	author_y	century_y	genre_y	publication_y	category_y	year_y	language_y	gerne_y	cemtury_y	_score	review_source
wikivir-000573::window::185	window	wikivir-000573	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	On je nje zheſtukrat odreſhilAli ony ſo njega reſſèrdili s'ſvoim naprejvsetjemInu nyh je malu poſtaluvolo nyh pregrehe44 Inu on je pogledal na nyh nujoKer je nyh vpyenje ſliſhal45 Inu je na ſvojo Save	wikivir.xml	573	Sveto pismo	Jurij Dalmatin									window	wikivir-000573	wikivir-000573.s002022|wikivir-000573.s002023|wikivir-000573.s002024|wikivir-000573.s002025|wikivir-000573.s002026|wikivir-000573.s002027|wikivir-000573.s002028|wikivir-000573.s002029|wikivir-000573.s002030|wikivir-000573.s002031|wikivir-000573.s002032|wikivir-000573.s002033|wikivir-000573.s002034|wikivir-000573.s002035|wikivir-000573.s002036|wikivir-000573.s002037|wikivir-000573.s002038|wikivir-000573.s002039|wikivir-000573.s002040|wikivir-000573.s002041	21	300	300	183	On je nje zheſtukrat odreſhilAli ony ſo njega reſſèrdili s'ſvoim naprejvsetjemInu nyh je malu poſtaluvolo nyh pregrehe44 Inu on je pogledal na nyh nujoKer je nyh vpyenje ſliſhal45 Inu je na ſvojo Saveso pruti nym smiſlilInu ga je grevalupo njegovi veliki dobruti46 Inu je puſtil nje k'miloſti pritiPr	wikivir.xml	573	Sveto pismo	Jurij Dalmatin									0.0	top
wikivir-000576::window::107	window	wikivir-000576	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	spalRekši mu hrbet obrne in odhajaRibljevo klicanje je bilo zastonjNa dvorišči je obstal samOd raznih oglov so ga posli sumljivo in kakor boječe gledali in glave stikaliA tako on nij hotel oditiStopi 	wikivir.xml	576	Ivan Erazem Tatenbah	Josip Jurčič		zgodovinski romani							window	wikivir-000576	wikivir-000576.s001131|wikivir-000576.s001132|wikivir-000576.s001133|wikivir-000576.s001134|wikivir-000576.s001135|wikivir-000576.s001136|wikivir-000576.s001137|wikivir-000576.s001138|wikivir-000576.s001139|wikivir-000576.s001140|wikivir-000576.s001141|wikivir-000576.s001142|wikivir-000576.s001143|wikivir-000576.s001144|wikivir-000576.s001145|wikivir-000576.s001146|wikivir-000576.s001147|wikivir-000576.s001148|wikivir-000576.s001149|wikivir-000576.s001150	24	300	300	150	spalRekši mu hrbet obrne in odhajaRibljevo klicanje je bilo zastonjNa dvorišči je obstal samOd raznih oglov so ga posli sumljivo in kakor boječe gledali in glave stikaliA tako on nij hotel oditiStopi črez pragda bi v grad šel sam pogledatV veži najde staro deklo MartoStarka zavpije na ves glas zagle	wikivir.xml	576	Ivan Erazem Tatenbah	Josip Jurčič		zgodovinski romani							0.0	top
wikivir-000576::window::121	window	wikivir-000576	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	ljudijki se mu s tem prikupiti želéda mu svojega soplemenitnika izdadépravi KaldiTatenbah stresne z glavokakor da bi hotel z za hip obledelega lica in iz glave otresti vsako bojazenprehodi dvapot nagl	wikivir.xml	576	Ivan Erazem Tatenbah	Josip Jurčič		zgodovinski romani							window	wikivir-000576	wikivir-000576.s001314|wikivir-000576.s001315|wikivir-000576.s001316|wikivir-000576.s001317|wikivir-000576.s001318|wikivir-000576.s001319|wikivir-000576.s001320|wikivir-000576.s001321|wikivir-000576.s001322|wikivir-000576.s001323|wikivir-000576.s001324|wikivir-000576.s001325|wikivir-000576.s001326|wikivir-000576.s001327|wikivir-000576.s001328|wikivir-000576.s001329|wikivir-000576.s001330|wikivir-000576.s001331|wikivir-000576.s001332|wikivir-000576.s001333	31	300	300	156	ljudijki se mu s tem prikupiti želéda mu svojega soplemenitnika izdadépravi KaldiTatenbah stresne z glavokakor da bi hotel z za hip obledelega lica in iz glave otresti vsako bojazenprehodi dvapot naglo sobo gori in doli in vprašaAli mislišda bi si kdo upal roko položiti na grofa Tatenbahakneza Rajns	wikivir.xml	576	Ivan Erazem Tatenbah	Josip Jurčič		zgodovinski romani							0.0	top
wikivir-000577::window::260	window	wikivir-000577	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	niti trenotek ni mogel dvomitiza kaj se greToda vsi tiki so bili v gostilniniso bili njegovi prijatelji in zato jim ni privoščil veseljada bi ga videli razjarjenegaImela ga je sicer silna jezatoda pre	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							window	wikivir-000577	wikivir-000577.s002780|wikivir-000577.s002781|wikivir-000577.s002782|wikivir-000577.s002783|wikivir-000577.s002784|wikivir-000577.s002785|wikivir-000577.s002786|wikivir-000577.s002787|wikivir-000577.s002788|wikivir-000577.s002789|wikivir-000577.s002790|wikivir-000577.s002791|wikivir-000577.s002792|wikivir-000577.s002793|wikivir-000577.s002794|wikivir-000577.s002795|wikivir-000577.s002796|wikivir-000577.s002797|wikivir-000577.s002798|wikivir-000577.s002799	22	300	300	120	niti trenotek ni mogel dvomitiza kaj se greToda vsi tiki so bili v gostilniniso bili njegovi prijatelji in zato jim ni privoščil veseljada bi ga videli razjarjenegaImela ga je sicer silna jezatoda premagoval se jekolikor se je daloVlival je vino vasesamo da bi zakril svoj nemir in se potolažilNaposl	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							0.0	top
wikivir-000577::window::271	window	wikivir-000577	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	je zahreščal ključ v kaščinih vratihAhtako torejje vzdihnil MlakarZa hip so ga zapustile vse moči in bilo mu jekakor bi se moral na tla zgruditiMoje ključe mu je torej dalaon gospodari torej že tukajO	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							window	wikivir-000577	wikivir-000577.s002885|wikivir-000577.s002886|wikivir-000577.s002887|wikivir-000577.s002888|wikivir-000577.s002889|wikivir-000577.s002890|wikivir-000577.s002891|wikivir-000577.s002892|wikivir-000577.s002893|wikivir-000577.s002894|wikivir-000577.s002895|wikivir-000577.s002896|wikivir-000577.s002897|wikivir-000577.s002898|wikivir-000577.s002899|wikivir-000577.s002900|wikivir-000577.s002901|wikivir-000577.s002902|wikivir-000577.s002903|wikivir-000577.s002904	20	300	300	143	je zahreščal ključ v kaščinih vratihAhtako torejje vzdihnil MlakarZa hip so ga zapustile vse moči in bilo mu jekakor bi se moral na tla zgruditiMoje ključe mu je torej dalaon gospodari torej že tukajO o Zastokal je na glaspa zgrabil za polenoki mu je ležalo pri nogah ter skočil proti kaščiOni je bil	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							0.0	top
wikivir-000577::window::346	window	wikivir-000577	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	pod oknoSleparin tatto je bilo še najlepšekar mu je privoščilaSlepartatlopovse je razlegalo venomer od Mlakarja semZmerjala je tudi svojega tasta in AnicoToda nihče se ni zmenil zanjoKoren ni črhnil n	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							window	wikivir-000577	wikivir-000577.s003678|wikivir-000577.s003679|wikivir-000577.s003680|wikivir-000577.s003681|wikivir-000577.s003682|wikivir-000577.s003683|wikivir-000577.s003684|wikivir-000577.s003685|wikivir-000577.s003686|wikivir-000577.s003687|wikivir-000577.s003688|wikivir-000577.s003689|wikivir-000577.s003690|wikivir-000577.s003691|wikivir-000577.s003692|wikivir-000577.s003693|wikivir-000577.s003694|wikivir-000577.s003695|wikivir-000577.s003696|wikivir-000577.s003697	30	300	300	120	pod oknoSleparin tatto je bilo še najlepšekar mu je privoščilaSlepartatlopovse je razlegalo venomer od Mlakarja semZmerjala je tudi svojega tasta in AnicoToda nihče se ni zmenil zanjoKoren ni črhnil niti besedicepa naj si je še tako prizadevala da bi ga zapeljala v prepirSemtertja se je začudil kdo 	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							0.0	top
wikivir-000577::window::363	window	wikivir-000577	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	poznalo na obrazuSmehljal se je in zdajpazdaj se je usedel k MlakariciNavadno ni dosti besedoval ž njoali danes je bil zgovorenKaj pa s Korenom ali sta že prijateljajo je vprašalS Korenom prijateljaPr	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							window	wikivir-000577	wikivir-000577.s003890|wikivir-000577.s003891|wikivir-000577.s003892|wikivir-000577.s003893|wikivir-000577.s003894|wikivir-000577.s003895|wikivir-000577.s003896|wikivir-000577.s003897|wikivir-000577.s003898|wikivir-000577.s003899|wikivir-000577.s003900|wikivir-000577.s003901|wikivir-000577.s003902|wikivir-000577.s003903|wikivir-000577.s003904|wikivir-000577.s003905|wikivir-000577.s003906|wikivir-000577.s003907|wikivir-000577.s003908|wikivir-000577.s003909	36	300	300	134	poznalo na obrazuSmehljal se je in zdajpazdaj se je usedel k MlakariciNavadno ni dosti besedoval ž njoali danes je bil zgovorenKaj pa s Korenom ali sta že prijateljajo je vprašalS Korenom prijateljaPrej se bosta sprijaznila ogenj in vodaKaj pa mislišTake stvari se ne pozabijo kar takoStrašno te je u	wikivir.xml	577	Pisana mati	Fran Zbašnik		kmecke povesti							0.0	top
wikivir-000578::window::4	window	wikivir-000578	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	nekaj časa motrilakakor dva sovražnika pred odločilnim spopadomPrijor je dostojanstveno sedel na svoj bogato izrezljani sedež pod velikim križemki je visel na gorenji steniNavidezno je bil popolnoma m	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20.0	zgodovinske povesti			1904.0				window	wikivir-000578	wikivir-000578.s000023|wikivir-000578.s000024|wikivir-000578.s000025|wikivir-000578.s000026|wikivir-000578.s000027|wikivir-000578.s000028|wikivir-000578.s000029|wikivir-000578.s000030|wikivir-000578.s000031|wikivir-000578.s000032|wikivir-000578.s000033|wikivir-000578.s000034|wikivir-000578.s000035|wikivir-000578.s000036|wikivir-000578.s000037|wikivir-000578.s000038|wikivir-000578.s000039|wikivir-000578.s000040|wikivir-000578.s000041|wikivir-000578.s000042	22	300	300	168	nekaj časa motrilakakor dva sovražnika pred odločilnim spopadomPrijor je dostojanstveno sedel na svoj bogato izrezljani sedež pod velikim križemki je visel na gorenji steniNavidezno je bil popolnoma mirena nervoznosts katero so se koščeni prsti igrali s križcem na debeli zlati verižiciviseči okrog n	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20	zgodovinske povesti			1904.0				0.0	top
wikivir-000578::window::8	window	wikivir-000578	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	zadevo in si privošči nekaj počitkaHipoma pa je planil spet pokonciko je Anton Magajna slovesno odgovorilJazmilostivi gospod prijorjaz vam pokažem tolovajaKo je name ustrelilsem ga natančno videl in g	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20.0	zgodovinske povesti			1904.0				window	wikivir-000578	wikivir-000578.s000063|wikivir-000578.s000064|wikivir-000578.s000065|wikivir-000578.s000066|wikivir-000578.s000067|wikivir-000578.s000068|wikivir-000578.s000069|wikivir-000578.s000070|wikivir-000578.s000071|wikivir-000578.s000072|wikivir-000578.s000073|wikivir-000578.s000074|wikivir-000578.s000075|wikivir-000578.s000076|wikivir-000578.s000077|wikivir-000578.s000078|wikivir-000578.s000079|wikivir-000578.s000080|wikivir-000578.s000081|wikivir-000578.s000082	20	300	300	158	zadevo in si privošči nekaj počitkaHipoma pa je planil spet pokonciko je Anton Magajna slovesno odgovorilJazmilostivi gospod prijorjaz vam pokažem tolovajaKo je name ustrelilsem ga natančno videl in ga natančno spoznalIn kdo jePrijor je bil ves prepadel in je komaj spravil te besede čez ustneAnton M	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20	zgodovinske povesti			1904.0				0.0	top
wikivir-000578::window::34	window	wikivir-000578	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	jih peljal v BevkeMenda so šli lovit požigalcaAli so ga zasledilise je čudil ErazemPater Celestin pravida ga je zasledilče je restega seveda ne vemSaj ga poznate Celestinaverjeti mu ni nikdarDolgi Lab	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20.0	zgodovinske povesti			1904.0				window	wikivir-000578	wikivir-000578.s000275|wikivir-000578.s000276|wikivir-000578.s000277|wikivir-000578.s000278|wikivir-000578.s000279|wikivir-000578.s000280|wikivir-000578.s000281|wikivir-000578.s000282|wikivir-000578.s000283|wikivir-000578.s000284|wikivir-000578.s000285|wikivir-000578.s000286|wikivir-000578.s000287|wikivir-000578.s000288|wikivir-000578.s000289|wikivir-000578.s000290|wikivir-000578.s000291|wikivir-000578.s000292|wikivir-000578.s000293|wikivir-000578.s000294	31	300	300	158	jih peljal v BevkeMenda so šli lovit požigalcaAli so ga zasledilise je čudil ErazemPater Celestin pravida ga je zasledilče je restega seveda ne vemSaj ga poznate Celestinaverjeti mu ni nikdarDolgi Laban se je nagnil k Erazmu in z zamolklim glasom dostavilKaj mislitegospod Erazemali ni pater Celestin	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20	zgodovinske povesti			1904.0				0.0	top
wikivir-000578::window::45	window	wikivir-000578	0	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	čul tudi že kak sveži dekliški glasKo je prišel Simon Kozina okrog ovinkase je pred njim odprl nov razgledobenem pa je čul iz gozdiča klicanjePstGospodGospod SimonPstSimon Kozina se je ustavilves pres	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20.0	zgodovinske povesti			1904.0				window	wikivir-000578	wikivir-000578.s000395|wikivir-000578.s000396|wikivir-000578.s000397|wikivir-000578.s000398|wikivir-000578.s000399|wikivir-000578.s000400|wikivir-000578.s000401|wikivir-000578.s000402|wikivir-000578.s000403|wikivir-000578.s000404|wikivir-000578.s000405|wikivir-000578.s000406|wikivir-000578.s000407|wikivir-000578.s000408|wikivir-000578.s000409|wikivir-000578.s000410|wikivir-000578.s000411|wikivir-000578.s000412|wikivir-000578.s000413|wikivir-000578.s000414	29	300	300	154	čul tudi že kak sveži dekliški glasKo je prišel Simon Kozina okrog ovinkase je pred njim odprl nov razgledobenem pa je čul iz gozdiča klicanjePstGospodGospod SimonPstSimon Kozina se je ustavilves presenečenda je slišal svoje imeKo je Gospod odpeljal Lota iz Sodome mu je rekelReši svojo dušo in ne gl	wikivir.xml	578	Kralj Matjaž	Miroslav Malovrh	20	zgodovinske povesti			1904.0				0.0	top
